window_open_time,decision,final_decision,confidence,score,model_prob,rsi,ma_signal,volume_signal,actual_direction,window_open,window_close,correct,skipped,fee_eroded,edge_pct
1786033460788,SKIP,SKIP,,-0.25,0.4625,39.626386884160425,-1,0,DOWN,98264.80366790608,98204.48749775114,,True,False,0.0
1786034360788,SKIP,SKIP,,0.15000000000000002,0.5225,28.493454258738268,-1,0,UP,98204.48749775114,98294.86976929923,,True,False,0.0
1786035260788,SKIP,SKIP,,-0.15000000000000002,0.4775,72.4423456553606,1,0,UP,98294.86976929923,98453.71387328026,,True,False,0.0
1786036160788,SKIP,SKIP,,-0.15000000000000002,0.4775,89.93872109731174,1,0,UP,98453.71387328026,98608.5484429863,,True,False,0.0
1786037060788,SKIP,SKIP,,-0.15000000000000002,0.4775,84.55227053858975,1,0,UP,98608.5484429863,98720.49866132934,,True,False,0.0
1786037960788,SKIP,SKIP,,-0.15000000000000002,0.4775,91.11422488078162,1,0,UP,98720.49866132934,98777.31131979106,,True,False,0.0
1786038860788,SKIP,SKIP,,-0.15000000000000002,0.4775,74.5755070834842,1,0,DOWN,98777.31131979106,98610.96730578908,,True,False,0.0
1786039760788,SKIP,SKIP,,0.15000000000000002,0.5225,22.68203635016937,-1,0,DOWN,98610.96730578908,98475.61879142692,,True,False,0.0
1786040660788,SKIP,SKIP,,0.15000000000000002,0.5225,20.592621533675455,-1,0,UP,98475.61879142692,98635.04046683776,,True,False,0.0
1786041560788,SKIP,SKIP,,0.25,0.5375,66.08594460164011,1,0,UP,98635.04046683776,98677.6120907016,,True,False,0.0
1786042460788,SKIP,SKIP,,0.25,0.5375,61.43452158446317,1,0,DOWN,98677.6120907016,98481.29091134826,,True,False,0.0
1786043360788,SKIP,SKIP,,0.15000000000000002,0.5225,17.228399905000472,-1,0,DOWN,98481.29091134826,98321.87952849467,,True,False,0.0
1786044260788,SKIP,SKIP,,0.15000000000000002,0.5225,12.33147559202493,-1,0,UP,98321.87952849467,98387.28023613789,,True,False,0.0
1786045160788,SKIP,SKIP,,0.25,0.5375,42.082972920129905,1,0,DOWN,98387.28023613789,98189.30486967637,,True,False,0.0
1786046060788,SKIP,SKIP,,0.15000000000000002,0.5225,13.960747182526802,-1,0,DOWN,98189.30486967637,98053.62809024338,,True,False,0.0
1786046960788,SKIP,SKIP,,0.15000000000000002,0.5225,9.141887854353172,-1,0,UP,98053.62809024338,98073.12160599002,,True,False,0.0
1786047860788,SKIP,SKIP,,0.25,0.5375,41.855158764756,1,0,UP,98073.12160599002,98149.87968506709,,True,False,0.0
1786048760788,SKIP,SKIP,,0.25,0.5375,62.64098336653952,1,0,UP,98149.87968506709,98210.66418886813,,True,False,0.0
1786049660788,SKIP,SKIP,,0.25,0.5375,65.62749938538346,1,0,DOWN,98210.66418886813,98100.37191265235,,True,False,0.0
1786050560788,SKIP,SKIP,,-0.25,0.4625,31.13000140897455,-1,0,UP,98100.37191265235,98185.24360119137,,True,False,0.0
1786051460788,SKIP,SKIP,,0.25,0.5375,61.85390074718115,1,0,DOWN,98185.24360119137,98080.14323619008,,True,False,0.0
1786052360788,SKIP,SKIP,,0.15000000000000002,0.5225,25.72848800928469,-1,0,DOWN,98080.14323619008,98010.30311545379,,True,False,0.0
1786053260788,SKIP,SKIP,,0.15000000000000002,0.5225,22.783335704661482,-1,0,UP,98010.30311545379,98108.899677501,,True,False,0.0
1786054160788,SKIP,SKIP,,-0.15000000000000002,0.4775,72.8791563189269,1,0,UP,98108.899677501,98168.75283711989,,True,False,0.0
1786055060788,SKIP,SKIP,,-0.15000000000000002,0.4775,72.81962260232038,1,0,UP,98168.75283711989,98308.44220131755,,True,False,0.0
1786055960788,SKIP,SKIP,,-0.15000000000000002,0.4775,92.28540498974674,1,0,UP,98308.44220131755,98371.48735823769,,True,False,0.0
1786056860788,SKIP,SKIP,,-0.15000000000000002,0.4775,79.24057476809963,1,0,UP,98371.48735823769,98398.81079957187,,True,False,0.0
1786057760788,SKIP,SKIP,,0.25,0.5375,60.63837568842507,1,0,DOWN,98398.81079957187,98236.28070670311,,True,False,0.0
1786058660788,SKIP,SKIP,,0.15000000000000002,0.5225,17.091930276995924,-1,0,DOWN,98236.28070670311,98183.36702792688,,True,False,0.0
1786059560788,SKIP,SKIP,,0.15000000000000002,0.5225,15.71650693634956,-1,0,DOWN,98183.36702792688,98089.44797499958,,True,False,0.0
1786060460788,SKIP,SKIP,,0.15000000000000002,0.5225,16.15500599042555,-1,0,DOWN,98089.44797499958,97987.04383235122,,True,False,0.0
1786061360788,SKIP,SKIP,,0.15000000000000002,0.5225,20.99914633540112,-1,0,UP,97987.04383235122,98176.2480542522,,True,False,0.0
1786062260788,SKIP,SKIP,,-0.15000000000000002,0.4775,75.52148387191185,1,0,DOWN,98176.2480542522,98133.4871441189,,True,False,0.0
1786063160788,SKIP,SKIP,,-0.25,0.4625,55.488570746088456,-1,0,UP,98133.4871441189,98290.30576618975,,True,False,0.0
1786064060788,SKIP,SKIP,,-0.15000000000000002,0.4775,76.58397029940427,1,0,UP,98290.30576618975,98342.76121658865,,True,False,0.0
1786064960788,SKIP,SKIP,,-0.15000000000000002,0.4775,79.20344446638379,1,0,UP,98342.76121658865,98460.68573800531,,True,False,0.0
1786065860788,SKIP,SKIP,,-0.15000000000000002,0.4775,88.2040560365802,1,0,UP,98460.68573800531,98461.74057524739,,True,False,0.0
1786066760788,SKIP,SKIP,,0.25,0.5375,64.3753488525077,1,0,UP,98461.74057524739,98492.50212909793,,True,False,0.0
1786067660788,SKIP,SKIP,,0.25,0.5375,64.53162517262217,1,0,DOWN,98492.50212909793,98489.50920662549,,True,False,0.0
1786068560788,SKIP,SKIP,,-0.25,0.4625,48.488009733308225,-1,0,DOWN,98489.50920662549,98367.6064017447,,True,False,0.0
1786069460788,SKIP,SKIP,,0.15000000000000002,0.5225,29.97767997370744,-1,0,UP,98367.6064017447,98456.58724784931,,True,False,0.0
1786070360788,SKIP,SKIP,,0.25,0.5375,54.90284553532867,1,0,DOWN,98456.58724784931,98368.89619282565,,True,False,0.0
1786071260788,SKIP,SKIP,,0.15000000000000002,0.5225,27.49337500498838,-1,0,DOWN,98368.89619282565,98178.62257939823,,True,False,0.0
1786072160788,SKIP,SKIP,,0.15000000000000002,0.5225,9.307311949823273,-1,0,UP,98178.62257939823,98236.8114977611,,True,False,0.0
1786073060788,SKIP,SKIP,,0.25,0.5375,42.11158483072094,1,0,DOWN,98236.8114977611,98107.65576952392,,True,False,0.0
1786073960788,SKIP,SKIP,,0.15000000000000002,0.5225,20.58440141468536,-1,0,UP,98107.65576952392,98283.83920326509,,True,False,0.0
1786074860788,SKIP,SKIP,,-0.15000000000000002,0.4775,77.18322932683633,1,0,UP,98283.83920326509,98465.41063406612,,True,False,0.0
1786075760788,SKIP,SKIP,,-0.15000000000000002,0.4775,91.30969431415123,1,0,UP,98465.41063406612,98631.35639015431,,True,False,0.0
1786076660788,SKIP,SKIP,,-0.15000000000000002,0.4775,90.83925230113076,1,0,DOWN,98631.35639015431,98579.41987025649,,True,False,0.0
1786077560788,SKIP,SKIP,,-0.25,0.4625,50.67504931573609,-1,0,DOWN,98579.41987025649,98385.60251686804,,True,False,0.0
1786078460788,SKIP,SKIP,,0.15000000000000002,0.5225,22.44347120402064,-1,0,UP,98385.60251686804,98556.92994190313,,True,False,0.0
1786079360788,SKIP,SKIP,,0.25,0.5375,68.346246090155,1,0,DOWN,98556.92994190313,98528.20360123005,,True,False,0.0
1786080260788,SKIP,SKIP,,-0.25,0.4625,54.77907237346047,-1,0,UP,98528.20360123005,98714.86552884751,,True,False,0.0
1786081160788,SKIP,SKIP,,-0.15000000000000002,0.4775,84.62745556629558,1,0,UP,98714.86552884751,98900.31351968322,,True,False,0.0
1786082060788,SKIP,SKIP,,-0.15000000000000002,0.4775,95.13558721279784,1,0,UP,98900.31351968322,99041.51730187016,,True,False,0.0
1786082960788,SKIP,SKIP,,-0.15000000000000002,0.4775,80.79151963104665,1,0,DOWN,99041.51730187016,98959.296858698,,True,False,0.0
1786083860788,SKIP,SKIP,,-0.25,0.4625,43.246457824619526,-1,0,DOWN,98959.296858698,98913.33595013877,,True,False,0.0
1786084760788,SKIP,SKIP,,-0.25,0.4625,43.67047462507477,-1,0,UP,98913.33595013877,99053.79061874552,,True,False,0.0
1786085660788,SKIP,SKIP,,0.25,0.5375,67.2838799531794,1,0,DOWN,99053.79061874552,98980.55942080803,,True,False,0.0
1786086560788,SKIP,SKIP,,-0.25,0.4625,39.48335832472748,-1,0,DOWN,98980.55942080803,98848.35651948246,,True,False,0.0
1786087460788,SKIP,SKIP,,0.15000000000000002,0.5225,18.577307555466206,-1,0,UP,98848.35651948246,98871.0770244658,,True,False,0.0
1786088360788,SKIP,SKIP,,0.25,0.5375,46.72674416509741,1,0,UP,98871.0770244658,99045.53893413012,,True,False,0.0
1786089260788,SKIP,SKIP,,-0.15000000000000002,0.4775,80.71184106740768,1,0,UP,99045.53893413012,99123.9508528001,,True,False,0.0
1786090160788,SKIP,SKIP,,-0.15000000000000002,0.4775,78.21086629719966,1,0,UP,99123.9508528001,99151.97532083585,,True,False,0.0
1786091060788,SKIP,SKIP,,0.25,0.5375,65.61948973006932,1,0,DOWN,99151.97532083585,98990.84591834416,,True,False,0.0
1786091960788,SKIP,SKIP,,0.15000000000000002,0.5225,21.980426943308586,-1,0,UP,98990.84591834416,99036.84880902382,,True,False,0.0
1786092860788,SKIP,SKIP,,0.25,0.5375,56.083184463641274,1,0,UP,99036.84880902382,99232.87034906553,,True,False,0.0
1786093760788,SKIP,SKIP,,-0.15000000000000002,0.4775,77.66537373844538,1,0,DOWN,99232.87034906553,99088.90395516015,,True,False,0.0
1786094660788,SKIP,SKIP,,-0.25,0.4625,35.690208813924116,-1,0,UP,99088.90395516015,99096.23581610565,,True,False,0.0
1786095560788,SKIP,SKIP,,0.25,0.5375,52.29987822075609,1,0,UP,99096.23581610565,99247.18504487682,,True,False,0.0
1786096460788,SKIP,SKIP,,-0.15000000000000002,0.4775,80.06152176629375,1,0,UP,99247.18504487682,99343.49249197851,,True,False,0.0
1786097360788,SKIP,SKIP,,-0.15000000000000002,0.4775,83.68576963710434,1,0,UP,99343.49249197851,99422.29878837662,,True,False,0.0
1786098260788,SKIP,SKIP,,-0.15000000000000002,0.4775,88.33375218670568,1,0,UP,99422.29878837662,99503.29242197146,,True,False,0.0
1786099160788,SKIP,SKIP,,-0.15000000000000002,0.4775,74.97861105412997,1,0,DOWN,99503.29242197146,99447.08888245937,,True,False,0.0
1786100060788,SKIP,SKIP,,-0.25,0.4625,46.89179387115731,-1,0,DOWN,99447.08888245937,99364.52562016516,,True,False,0.0
1786100960788,SKIP,SKIP,,-0.25,0.4625,34.764712302386144,-1,0,UP,99364.52562016516,99488.27008235657,,True,False,0.0
1786101860788,SKIP,SKIP,,0.25,0.5375,68.60118762262849,1,0,UP,99488.27008235657,99612.31544022824,,True,False,0.0
1786102760788,SKIP,SKIP,,-0.15000000000000002,0.4775,87.03946814902974,1,0,UP,99612.31544022824,99759.14436766028,,True,False,0.0
1786103660788,SKIP,SKIP,,-0.15000000000000002,0.4775,94.25539913054041,1,0,UP,99759.14436766028,99924.44058868286,,True,False,0.0
1786104560788,SKIP,SKIP,,-0.15000000000000002,0.4775,95.24354106684952,1,0,UP,99924.44058868286,99928.97754822724,,True,False,0.0
1786105460788,SKIP,SKIP,,-0.15000000000000002,0.4775,72.98350578608421,1,0,UP,99928.97754822724,99929.58406610212,,True,False,0.0
1786106360788,SKIP,SKIP,,-0.25,0.4625,61.47762902996943,-1,0,UP,99929.58406610212,100048.90213768883,,True,False,0.0
1786107260788,SKIP,SKIP,,-0.15000000000000002,0.4775,76.29948027509016,1,0,UP,100048.90213768883,100108.88770999994,,True,False,0.0
1786108160788,SKIP,SKIP,,-0.15000000000000002,0.4775,76.56119516376876,1,0,UP,100108.88770999994,100189.67446090301,,True,False,0.0
1786109060788,SKIP,SKIP,,-0.15000000000000002,0.4775,74.47991394446304,1,0,UP,100189.67446090301,100307.99152867745,,True,False,0.0
1786109960788,SKIP,SKIP,,-0.15000000000000002,0.4775,86.98341831603648,1,0,UP,100307.99152867745,100463.99366540447,,True,False,0.0
1786110860788,SKIP,SKIP,,-0.15000000000000002,0.4775,92.46073825221971,1,0,DOWN,100463.99366540447,100399.19172814509,,True,False,0.0
1786111760788,SKIP,SKIP,,-0.25,0.4625,49.473654569039525,-1,0,DOWN,100399.19172814509,100349.42490920107,,True,False,0.0
1786112660788,SKIP,SKIP,,-0.25,0.4625,33.31591775447393,-1,0,DOWN,100349.42490920107,100187.01768513743,,True,False,0.0
1786113560788,SKIP,SKIP,,0.15000000000000002,0.5225,15.254021193706492,-1,0,UP,100187.01768513743,100218.3297415359,,True,False,0.0
1786114460788,SKIP,SKIP,,0.25,0.5375,38.208317414998795,1,0,DOWN,100218.3297415359,100032.7066510546,,True,False,0.0
1786115360788,SKIP,SKIP,,0.15000000000000002,0.5225,10.750286644931464,-1,0,DOWN,100032.7066510546,100018.94585830759,,True,False,0.0
1786116260788,SKIP,SKIP,,-0.25,0.4625,31.93874579995162,-1,0,UP,100018.94585830759,100036.00371219062,,True,False,0.0
